,Gender,TypeofDisability,castecategory,Religion,Candidate State,Candidate District,PartnerName,TC State,TC District,TC Constituency,TC Name,SectorName,JobRole,TotalCandidatesinBatch,agegroup,EducationLevel,placed
111601,1,1,4,1,11,328,54,11,464,515,2915,6,41,1,1,3,
12383,2,1,4,4,11,256,150,11,259,250,4442,3,9,2,3,3,
91220,2,1,3,1,14,51,54,14,52,52,56,22,57,1,2,3,
70186,2,1,1,3,6,140,45,6,137,246,2823,10,18,1,3,2,
14196,1,1,3,3,13,134,59,13,131,126,534,1,24,1,4,3,
12693,1,1,1,3,11,431,21,11,604,273,4499,2,68,1,2,3,
58045,2,1,1,3,12,30,94,12,30,30,2332,3,45,2,3,3,
102127,1,1,3,3,7,373,30,7,126,13,164,1,8,1,3,3,
5820,2,1,3,1,13,579,59,13,570,495,2154,3,38,1,2,3,
60439,2,1,3,3,9,596,393,9,588,505,4253,12,17,1,3,2,
118350,2,1,3,1,3,52,131,3,386,4,169,5,5,1,5,3,
143110,1,1,3,3,6,22,86,6,81,192,709,3,3,1,3,3,
101262,2,1,3,1,4,473,217,4,465,418,3894,4,4,1,2,2,
51762,2,1,3,3,7,597,30,7,590,232,2393,3,20,1,3,3,
148045,2,1,3,1,3,411,87,3,407,54,923,4,7,1,2,2,
59081,2,1,4,4,9,518,38,9,557,487,1896,3,3,1,2,3,
119213,1,1,1,4,11,440,59,11,433,397,1043,9,35,1,3,3,
146227,1,1,2,6,10,636,905,10,635,444,3354,15,26,1,2,3,
56482,1,1,4,1,24,519,19,23,389,285,774,6,55,1,5,5,
49290,2,1,1,3,21,620,45,21,619,503,4294,5,5,8,3,3,
45291,2,1,1,3,5,7,763,5,7,7,1937,11,16,1,3,2,
103561,2,1,1,3,18,508,1908,18,494,118,6212,3,9,9,3,3,
142730,2,1,3,3,6,140,13,6,137,133,1183,11,69,1,3,3,
111952,1,1,1,5,1,114,111,1,111,108,140,1,1,1,5,2,
22031,1,1,3,3,7,571,30,7,561,232,1930,1,8,12,2,3,
30766,2,1,4,3,5,365,11,5,190,334,907,12,17,1,4,3,
135070,2,1,1,1,5,31,30,5,31,31,31,3,20,1,2,3,
15284,1,1,1,3,6,25,139,6,25,50,183,7,11,1,4,2,
142051,1,1,1,3,5,144,239,5,142,138,3030,1,1,1,2,2,
5144,1,1,1,3,8,15,15,8,15,15,15,9,13,1,4,3,
88405,2,1,1,3,12,48,379,12,49,48,3627,22,57,1,2,2,
9402,1,1,3,4,24,148,19,23,146,306,1595,3,45,1,4,5,
3621,1,1,1,3,9,386,167,9,159,166,232,7,10,1,5,3,
78175,1,1,4,7,15,223,206,15,221,214,4910,1,1,1,2,2,
84661,2,1,3,3,13,122,1045,13,118,197,2992,9,13,1,3,5,
60720,2,1,3,3,11,141,59,11,138,134,179,11,30,1,3,3,
104984,2,1,3,3,19,443,1010,3,90,64,5371,6,41,1,4,3,
67331,1,1,2,3,6,83,654,6,81,192,4919,7,47,1,3,2,
84978,1,1,4,3,1,450,136,1,535,406,3700,3,9,8,3,3,
149418,2,1,1,5,6,104,669,6,8,8,3277,3,9,1,6,6,
5270,1,1,1,3,24,228,213,23,229,219,332,1,1,1,4,2,
146673,2,1,3,3,3,124,49,3,120,230,2688,2,106,1,2,2,
95497,2,1,1,5,5,118,508,5,115,240,2531,3,9,8,4,5,
112452,1,1,1,3,8,418,87,8,556,143,2430,6,64,1,3,3,
118724,2,1,3,1,5,271,61,5,219,43,702,5,48,6,1,2,
40492,1,1,3,4,5,226,1222,3,9,9,6143,1,1,1,5,2,
93355,1,1,1,5,5,475,30,5,467,419,1158,1,59,1,3,2,
39351,2,1,4,7,15,173,101,15,170,429,1254,3,9,1,2,3,
69338,2,1,1,3,18,331,214,18,329,242,1118,10,25,2,4,5,
105383,2,1,1,3,4,112,637,4,109,106,2417,21,95,1,3,3,
45589,1,1,3,1,24,148,19,23,389,285,774,6,6,1,2,3,
25787,2,1,3,3,12,97,67,12,174,23,114,5,5,1,2,3,
18079,1,1,3,4,4,5,140,4,313,297,1910,17,31,1,3,3,
69944,1,1,4,7,15,282,87,15,491,429,1427,1,59,1,3,3,
16672,1,1,4,3,8,276,310,8,269,258,2691,7,11,1,5,3,
10352,1,1,3,3,13,310,59,13,172,367,803,2,2,1,3,2,
45960,2,1,3,1,20,116,19,20,113,110,142,3,9,6,3,3,
6909,1,1,4,3,4,37,178,4,37,37,1068,7,10,1,5,3,
29949,1,1,3,3,8,270,1293,8,231,222,3963,9,21,1,3,5,
35473,2,1,3,1,11,547,157,11,538,472,1926,5,42,1,3,3,
82874,1,1,4,4,5,42,44,5,43,42,3666,1,1,4,2,2,
66080,2,1,1,1,21,620,1265,21,483,432,3838,19,124,1,2,4,
75541,2,1,1,4,6,140,12,6,137,133,340,10,25,16,3,3,
142548,2,1,3,3,11,21,64,11,21,21,1224,3,19,1,3,3,
115185,1,1,2,3,18,423,59,18,125,122,161,1,24,1,3,2,
101141,1,2,1,1,3,4,387,3,4,4,6103,13,7,1,6,3,
124159,1,1,3,3,11,244,340,11,246,236,1653,4,7,1,2,5,
8178,2,1,3,3,5,157,11,5,155,150,202,22,57,1,3,5,
106071,1,1,3,3,19,443,672,19,437,300,1642,7,62,3,5,2,
9773,2,1,3,3,3,9,52,3,9,9,3974,3,9,1,3,3,
13717,1,1,2,1,17,64,396,17,63,65,779,18,37,1,1,2,
119866,1,1,3,3,15,110,316,15,101,98,2045,3,9,1,5,3,
29806,1,1,1,3,1,14,130,25,116,113,249,5,42,17,3,3,
129690,2,1,3,4,4,143,140,4,294,328,512,14,136,1,4,3,
9702,2,1,1,5,23,204,192,22,201,511,2706,3,3,1,3,3,
81503,1,1,1,3,4,231,183,4,234,224,3043,1,1,1,7,3,
77446,2,1,3,4,20,266,45,20,238,107,1087,12,17,1,4,2,
86128,2,1,1,3,1,14,14,1,64,114,496,11,16,8,3,5,
142534,1,1,3,1,13,122,59,13,118,115,150,9,35,1,4,3,
145966,1,1,1,3,6,8,2394,6,8,8,7763,4,7,1,3,3,
83058,2,1,4,1,10,636,905,10,635,444,3354,15,32,1,1,4,
47603,1,1,3,1,6,22,778,6,22,22,1989,5,80,1,2,3,
121298,2,1,1,3,5,226,59,5,227,218,330,2,2,1,4,5,
72324,2,1,1,3,5,165,191,5,163,158,282,3,3,1,2,5,
12018,1,1,3,3,24,148,19,23,146,306,1595,11,16,1,4,5,
14357,2,1,1,3,8,432,258,8,422,74,3773,3,9,1,3,3,
123199,2,1,1,3,11,244,59,11,246,408,1431,14,27,1,2,2,
107401,2,1,1,3,6,140,337,6,137,246,5987,4,4,1,2,3,
102054,1,1,3,3,3,357,1980,3,357,35,6444,1,1,1,6,2,
68468,2,1,3,1,9,218,38,9,216,407,3585,24,67,6,1,2,
73602,1,1,3,3,18,508,1908,18,494,118,6212,1,1,1,5,5,
129047,1,1,1,3,5,259,736,5,179,171,4924,7,52,1,1,2,
3005,2,1,3,1,16,572,89,16,562,120,786,5,5,4,4,2,
116546,1,1,3,1,10,609,868,10,607,20,2276,1,8,1,1,3,
61647,1,1,3,3,6,79,268,3,53,53,4052,1,1,1,4,3,
84082,1,1,3,3,13,50,1628,13,51,51,5117,9,49,1,1,2,
2535,2,1,4,3,11,244,703,11,246,236,1732,3,44,6,1,2,
4021,1,1,4,7,6,131,490,6,128,50,2375,7,11,1,3,5,
79502,2,1,3,1,13,421,45,13,414,428,1532,1,24,1,4,2,
34946,1,1,3,3,14,374,47,14,606,507,2598,4,7,1,3,3,
141651,1,1,3,3,12,462,67,12,268,201,4175,1,1,1,5,2,
28815,2,1,3,3,4,437,5,4,5,5,5,12,17,1,2,3,
120627,2,1,1,3,17,235,19,17,54,55,4237,3,45,8,3,3,
95526,1,1,1,1,17,235,30,17,237,227,346,1,59,1,2,3,
92700,1,1,3,1,18,441,308,18,434,398,587,6,6,1,2,3,
57097,1,1,4,3,8,300,265,8,301,89,3299,1,1,1,3,2,
73768,2,1,4,1,8,498,1293,8,593,127,3963,3,9,1,2,3,
18853,1,1,3,3,5,144,81,5,142,138,2964,1,1,1,4,2,
38831,2,1,1,1,25,615,674,24,614,198,3437,2,15,1,4,3,
75345,2,1,3,3,8,372,734,8,403,423,1849,3,9,6,3,3,
71278,1,1,3,3,20,113,45,20,110,107,2341,1,1,1,3,2,
104299,2,1,3,2,4,231,502,4,234,224,3050,17,96,1,3,3,
130617,2,1,1,3,17,64,155,17,63,65,210,9,13,1,2,3,
17297,1,1,1,3,5,126,44,5,122,119,5106,3,9,1,4,3,
34804,2,1,3,1,9,177,61,9,177,168,1547,3,20,1,5,2,
125235,2,1,1,3,11,141,59,11,138,134,179,3,9,1,4,5,
66558,1,1,3,1,8,90,87,8,88,87,344,1,59,1,2,2,
131449,1,1,1,4,6,330,1119,6,189,183,7338,4,4,1,2,2,
44789,2,1,3,3,13,50,87,13,51,365,3097,14,27,1,5,2,
46379,2,1,3,5,5,57,485,5,56,57,2434,4,4,1,4,3,
83127,1,1,3,3,6,79,283,6,77,78,4998,1,1,1,4,2,
7284,1,1,4,1,15,92,30,15,266,251,3400,17,72,1,5,3,
101619,2,1,3,3,3,69,3,3,68,4,678,15,32,1,3,2,
57487,2,1,3,1,5,569,98,5,558,490,2768,12,17,1,3,3,
63138,2,1,4,1,3,9,49,3,9,9,2635,2,2,1,3,3,
92050,1,1,3,3,12,23,223,12,23,23,360,27,146,1,7,2,
79031,2,1,1,3,9,232,19,9,299,283,2014,9,21,1,2,3,
88758,2,1,1,3,11,431,64,11,604,273,3707,1,59,1,7,2,
106289,1,1,4,3,8,534,49,8,526,466,1912,17,31,1,3,3,
133376,1,1,1,3,5,348,1835,5,361,93,5970,11,142,1,3,3,
148661,2,1,3,1,13,122,59,13,118,115,1460,4,7,1,2,5,
8904,1,1,3,1,5,159,64,5,156,151,205,9,36,1,5,3,
111150,2,1,3,3,3,69,153,3,68,4,2854,12,17,1,5,2,
121018,1,1,4,3,14,336,686,14,335,313,2204,3,9,1,3,3,
89934,2,1,3,5,20,283,383,20,113,110,1461,17,170,21,2,2,
27798,2,1,4,3,8,432,71,8,422,222,2011,3,19,1,3,2,
97720,1,1,4,3,5,259,736,5,179,171,4924,7,52,1,4,2,
149614,2,1,3,3,13,26,87,13,26,261,570,18,88,1,4,3,
112694,1,1,1,3,3,169,812,3,167,3,4192,7,47,1,6,2,
53633,2,1,1,3,6,8,33,6,8,8,2830,4,7,6,3,3,
75324,1,1,1,3,16,49,51,16,50,49,53,3,9,2,3,3,
56818,2,1,3,1,20,202,186,20,199,174,276,4,132,1,4,3,
143348,1,1,1,1,8,300,11,8,301,89,483,9,21,1,2,3,
90402,1,1,4,2,22,153,259,25,151,243,1771,5,77,1,3,3,
86367,2,1,1,5,9,70,224,9,69,70,4361,15,32,1,3,2,
125180,2,1,4,3,13,176,605,13,176,167,1389,6,6,1,4,3,
121165,2,1,1,1,3,9,49,3,9,9,2635,1,103,1,1,2,
55803,2,1,1,5,6,8,669,6,8,8,3277,3,9,1,3,3,
94155,1,1,3,3,5,193,119,5,7,7,153,11,16,17,4,6,
26978,1,1,3,1,13,122,59,13,118,115,150,9,35,1,3,3,
64530,1,1,4,1,5,7,11,5,7,375,2825,9,21,1,3,3,
68860,1,1,4,3,3,6,291,3,6,6,539,7,62,1,3,2,
22637,2,1,4,1,11,268,30,11,586,482,3762,3,38,1,2,3,
43562,2,1,1,3,8,15,38,8,15,15,941,5,80,1,2,2,
19297,1,1,1,1,5,475,30,5,467,419,1158,1,59,1,1,2,
114449,2,1,3,5,14,32,47,14,32,32,2055,14,23,1,3,2,
65004,2,1,4,3,5,359,618,5,359,333,1422,3,9,1,2,3,
9497,2,1,3,4,24,293,19,23,146,141,191,3,45,7,4,4,
90624,2,1,3,1,9,291,38,9,216,291,497,20,51,1,2,3,
59734,1,1,3,3,4,112,601,4,109,106,1382,7,52,1,5,3,
111075,2,1,3,3,6,83,3,6,81,192,4430,15,32,1,3,2,
10330,1,1,3,1,4,526,1319,4,519,460,4055,1,1,1,4,3,
102339,1,1,3,4,3,9,765,3,9,9,2926,1,1,2,3,3,
48912,2,1,1,5,24,320,38,23,322,304,532,6,55,1,3,5,
84693,1,1,1,3,6,83,806,6,81,192,6566,1,1,1,2,3,
47696,1,1,3,4,8,318,11,8,319,301,524,3,39,1,3,4,
57468,1,1,3,3,13,26,84,13,26,26,115,7,47,5,4,6,
123779,1,1,1,3,5,57,257,5,56,57,4374,3,9,1,4,3,
79827,1,1,1,7,6,131,2028,6,128,50,6615,1,1,1,4,2,
46565,2,1,1,3,8,206,262,8,16,16,3543,12,17,1,5,2,
45704,1,1,3,3,13,419,45,13,331,311,3920,4,7,1,3,3,
49327,1,1,3,3,11,328,597,5,343,320,1372,4,7,6,5,3,
21234,1,1,3,3,29,612,928,29,600,252,2521,8,12,1,3,3,
91534,1,1,3,3,25,117,113,24,114,111,144,27,126,1,5,2,
81952,1,1,1,4,1,280,1520,1,341,317,4721,2,68,1,7,2,
89492,2,1,3,1,5,259,349,5,179,171,667,3,44,1,3,3,
119331,2,1,1,3,11,350,73,11,347,323,4274,3,9,1,3,3,
143905,2,1,1,3,9,501,38,9,490,440,1338,5,80,1,3,3,
132155,2,1,1,3,5,126,61,5,122,119,2392,3,3,1,3,3,
73121,2,1,1,3,21,620,760,21,619,503,2914,6,6,1,3,3,
93676,2,1,3,1,24,393,19,23,389,285,774,6,55,1,2,3,
12664,1,1,3,4,5,365,11,5,364,346,718,9,35,1,3,3,
116927,2,1,2,1,11,103,45,11,99,97,122,4,7,1,2,2,
149085,1,1,3,3,24,519,19,23,503,451,1454,1,59,1,5,2,
110125,2,1,3,3,9,550,61,9,541,391,1763,3,20,1,3,3,
124197,2,1,1,5,1,182,1071,4,352,123,3548,23,63,1,3,2,
77911,2,1,1,1,16,100,34,16,96,94,1603,3,9,1,3,3,
117897,2,1,3,3,11,328,54,11,464,417,5275,11,30,12,3,3,
79978,1,1,3,3,19,348,350,19,361,93,6431,6,6,1,3,3,
85749,2,1,3,3,14,446,278,14,440,233,1370,3,19,1,2,3,
67459,2,1,4,3,8,205,87,8,334,87,720,18,37,1,3,3,
62619,2,1,3,3,24,111,87,23,320,302,529,3,38,1,4,2,
111342,1,1,3,3,3,52,622,3,53,53,1440,31,174,1,1,2,
39815,1,1,4,3,8,276,404,8,269,258,2413,4,4,2,4,5,
94738,1,1,1,3,5,226,932,5,227,218,2537,7,11,1,7,2,
97569,1,1,1,1,8,33,34,8,33,33,35,6,6,1,5,3,
14604,2,1,4,4,24,463,242,23,508,453,1479,3,9,2,4,3,
107809,2,1,1,3,5,101,182,5,190,184,262,18,37,1,2,2,
141911,2,1,1,4,6,8,33,6,8,8,4063,4,7,1,4,3,
81243,2,1,1,3,8,326,1946,8,202,33,6319,4,4,1,3,2,
111886,1,1,4,1,3,78,480,3,76,6,3572,1,1,1,7,2,
3989,2,1,4,3,5,346,11,5,344,321,1185,11,30,1,5,6,
137513,1,1,3,4,4,185,178,4,183,176,4505,5,66,1,5,3,
46718,2,1,3,5,22,154,342,25,152,173,2671,5,5,1,2,3,
831,2,1,1,1,8,335,87,8,334,87,720,1,59,1,2,2,
42183,2,1,3,5,20,61,156,20,61,62,331,4,7,1,3,3,
16663,2,1,1,7,5,483,1600,5,226,217,5032,3,45,2,1,4,
132132,1,1,3,3,4,231,687,4,234,224,7485,1,1,1,5,5,
125835,2,1,1,5,11,183,45,11,181,175,251,9,21,1,3,3,
132509,1,1,4,1,5,66,314,5,65,67,606,5,42,1,5,3,
143481,2,1,1,3,11,295,73,5,405,373,3324,19,115,1,3,3,
92708,2,1,4,4,3,6,436,3,6,6,4249,3,20,1,5,3,
24913,1,1,1,2,4,132,296,4,129,125,1848,8,28,1,5,5,
46038,2,1,1,3,8,410,1105,8,406,374,3246,9,43,1,3,3,
135306,1,1,1,3,5,294,67,5,279,266,549,5,5,9,3,3,
107103,2,1,1,1,5,290,930,5,217,274,2882,12,17,1,4,6,
118183,1,1,3,3,12,321,74,12,169,163,3770,1,1,1,5,2,
16006,2,1,2,1,11,21,855,11,21,21,2229,15,32,1,1,2,
141346,2,1,1,3,11,470,59,11,461,357,1125,14,27,1,3,3,
10462,2,1,4,3,5,201,23,5,279,266,2343,4,7,1,4,2,
34357,1,1,3,3,8,16,91,8,16,16,2248,30,99,1,1,2,
115770,1,1,1,1,8,74,11,8,72,74,470,1,24,1,1,2,
61277,1,1,1,1,5,7,11,5,7,375,2825,3,38,1,3,3,
110406,1,1,3,4,24,148,19,23,146,306,1595,4,7,1,3,5,
143427,2,1,4,3,14,374,247,14,325,309,548,3,9,1,3,2,
97115,1,1,1,5,17,340,58,17,338,314,3714,1,1,1,3,2,
102198,2,1,1,2,23,546,377,22,314,298,3495,3,20,8,3,3,
125124,1,1,3,3,6,131,207,6,128,50,5276,3,9,6,3,5,
40062,2,1,1,3,5,39,11,5,321,303,1244,12,17,1,3,3,
53760,1,1,3,3,12,265,74,12,30,163,4158,7,117,1,3,2,
89996,2,1,4,3,5,259,736,5,179,171,4924,21,53,1,3,3,
55812,2,1,1,3,16,355,327,16,354,329,2612,5,5,1,2,2,
60076,2,1,2,3,1,280,54,1,341,317,2613,3,9,1,3,2,
117970,2,1,4,3,22,154,1071,25,152,173,3094,23,63,1,4,2,
77650,2,1,1,3,12,23,23,12,23,23,3769,5,42,1,3,3,
88834,1,1,3,3,19,509,132,19,175,61,171,5,5,1,4,2,
37405,2,1,3,3,14,51,73,14,52,52,3372,2,15,1,4,3,
67318,2,1,3,2,9,596,393,9,75,154,4026,12,17,1,2,2,
101295,2,1,3,3,13,122,1045,13,118,197,2992,4,4,1,4,2,
25296,2,1,1,3,22,153,14,25,151,243,375,9,35,1,3,3,
149863,2,1,3,3,5,56,61,5,103,191,301,5,22,1,4,3,
56677,1,1,2,3,11,295,130,11,295,279,909,7,47,8,4,2,
82898,1,1,3,1,4,37,217,4,37,37,3990,1,24,1,3,3,
143049,2,1,4,3,8,36,38,8,36,15,892,3,39,1,4,5,
117789,2,1,3,5,20,434,974,20,495,174,2694,5,66,1,1,5,
53627,1,1,1,3,5,66,2149,5,65,67,6985,1,1,1,3,2,
6593,1,1,3,1,14,200,47,14,196,189,1212,1,54,1,1,3,
109495,2,1,3,3,5,294,902,5,279,266,2435,3,9,2,3,3,
126393,2,1,1,3,5,573,11,5,289,274,453,11,30,1,5,5,
19529,1,1,1,3,1,280,151,1,341,317,5327,5,42,1,4,5,
105632,1,1,2,3,26,516,921,26,460,149,2504,7,10,19,4,2,
84849,2,1,1,1,5,118,158,5,358,363,4988,5,5,1,4,3,
26906,1,1,1,3,22,119,136,25,116,132,5932,1,1,1,4,2,
59038,2,1,3,4,12,23,729,12,23,23,4516,3,9,1,2,3,
20873,2,1,1,3,22,154,342,25,152,173,2671,9,36,1,4,5,
95597,1,1,3,1,7,13,428,7,13,13,863,4,70,1,1,2,
106643,1,1,1,5,6,332,67,6,330,310,114,1,1,1,4,2,
9233,1,1,4,3,5,171,39,5,39,39,3858,1,1,1,4,3,
22866,2,1,2,1,21,577,142,21,567,403,5631,6,55,1,2,3,
31947,1,1,3,7,15,223,1214,15,277,214,3635,3,9,1,3,3,
132362,1,1,3,1,22,154,38,25,152,147,1668,1,54,1,2,3,
33053,2,1,4,1,5,109,67,5,107,104,141,5,42,1,4,3,
126752,2,1,1,3,4,229,45,4,505,486,2605,14,145,16,2,2,
9619,2,1,3,1,6,140,871,6,137,246,3852,9,35,1,2,3,
20560,2,1,1,1,21,146,142,21,144,124,189,3,39,1,2,3,
76663,2,1,1,1,23,194,38,22,191,185,313,6,41,1,3,3,
143855,2,1,3,3,5,252,191,5,254,244,4787,11,30,1,3,5,
91978,1,1,1,3,5,259,736,5,179,171,2008,7,52,1,4,3,
58181,2,1,4,4,6,520,45,6,17,17,1036,23,63,16,3,2,
84868,2,1,1,5,6,140,606,6,137,133,1393,6,6,1,3,2,
74092,1,1,3,7,15,254,270,15,257,248,2909,7,62,1,2,3,
42569,1,1,1,5,8,80,1275,8,78,79,3892,25,73,1,2,2,
44553,1,1,1,3,3,52,66,3,53,53,6619,1,1,1,2,3,
108123,2,1,1,3,13,34,246,13,34,103,410,3,45,1,3,3,
34598,2,1,4,3,3,9,501,3,76,6,5902,3,9,2,3,5,
34780,1,1,3,3,3,158,1965,3,280,41,6389,1,1,1,5,3,
77602,1,1,3,3,16,334,1578,16,333,255,4933,1,8,1,3,3,
110794,1,1,1,3,1,190,255,1,188,182,1809,5,5,1,3,3,
35178,2,1,1,3,11,93,21,11,442,452,2102,3,9,1,2,3,
130977,2,1,3,1,23,610,38,22,608,508,3241,6,41,1,3,5,
30514,2,1,4,1,14,196,54,14,193,187,266,6,6,1,2,2,
92677,1,1,3,3,9,18,19,9,18,18,1114,3,9,1,3,5,
14528,2,1,3,1,13,421,115,13,414,383,4738,5,22,1,4,3,
113377,1,1,1,5,1,190,212,1,188,182,2732,1,1,1,3,2,
114571,2,1,3,1,24,237,87,23,240,228,547,3,20,1,3,3,
75396,2,1,3,1,24,463,816,23,508,105,6984,17,31,1,3,4,
8151,1,1,1,7,15,107,132,15,104,101,171,7,10,1,5,2,
38150,2,1,3,3,11,256,64,11,259,250,1788,19,115,1,3,3,
133012,2,1,4,1,5,435,11,5,424,390,964,22,57,1,3,4,
74004,1,1,1,3,5,226,932,5,227,218,2537,7,11,1,5,2,
127841,1,1,3,3,24,444,761,23,438,402,4313,1,1,2,5,3,
61553,1,1,3,3,19,390,270,19,385,356,7172,2,2,1,6,3,
55543,2,1,3,3,5,43,269,5,44,43,971,3,20,1,4,5,
136992,1,1,3,1,4,420,5,4,413,382,5,1,1,1,4,2,
29084,2,1,2,2,14,425,54,14,416,385,2524,2,15,1,2,3,
110577,2,1,3,3,21,528,52,21,521,478,2357,14,92,1,3,5,
68954,2,1,3,1,20,113,206,20,110,174,1124,17,31,1,3,3,
111179,2,1,3,3,5,118,158,5,115,240,5709,3,9,1,3,3,
107142,1,1,3,3,24,148,2,23,146,141,3289,6,64,1,3,3,
72818,2,1,3,5,11,559,136,14,47,46,267,3,9,11,3,4,
141584,2,1,1,3,6,140,1202,6,137,22,3667,9,21,1,4,2,
135210,2,1,3,3,3,169,67,3,167,3,2378,3,9,1,3,3,
54886,2,1,1,3,5,152,73,5,150,145,913,5,5,1,3,3,
26317,1,1,3,3,12,267,74,12,268,48,975,7,117,1,2,3,
37738,2,1,3,5,11,328,54,11,244,234,3099,4,4,7,5,2,
99087,1,1,1,3,24,148,290,23,146,141,3397,3,45,1,4,5,
57914,2,1,2,1,9,436,59,9,425,391,966,9,13,1,2,3,
9213,2,1,1,3,8,74,11,8,72,74,470,9,35,1,2,3,
68644,2,1,1,3,6,12,56,6,12,12,4353,3,45,1,2,5,
77117,1,1,3,3,4,37,5,4,37,37,5,5,5,1,2,3,
3987,1,1,3,3,3,69,889,3,68,4,2360,1,1,1,7,2,
65079,2,1,1,1,5,352,577,5,190,334,1302,13,85,1,4,2,
79419,1,1,3,3,5,66,701,15,257,248,1730,3,9,1,3,3,
58560,2,1,1,4,8,74,11,8,72,74,470,9,13,1,3,3,
146320,1,1,1,1,5,201,61,5,197,190,273,1,181,1,1,2,
9036,1,1,3,3,5,193,92,5,367,342,1810,7,11,1,5,2,
66801,2,1,1,3,9,18,38,9,18,18,996,3,3,1,2,3,
129297,2,1,3,5,20,533,783,20,525,161,6216,6,6,8,2,3,
21105,1,1,1,3,24,228,213,23,229,219,332,1,1,1,6,2,
20330,1,1,2,1,13,421,115,13,414,383,4738,5,22,1,4,3,
86645,2,1,4,7,15,110,316,15,101,98,3297,3,9,1,2,3,
121114,1,1,2,3,16,219,135,16,316,210,513,2,60,1,2,2,
83924,1,1,1,3,6,131,291,6,128,50,539,1,1,1,2,2,
2964,2,1,3,5,12,23,247,12,23,23,411,4,4,1,2,5,
21239,1,1,4,3,5,7,199,5,7,7,305,3,9,6,3,3,
10551,2,1,1,3,1,182,14,1,64,66,2112,6,81,8,5,6,
143738,2,1,4,3,5,42,267,5,43,42,465,3,9,1,3,5,
125226,1,1,4,1,7,13,30,7,13,13,721,3,20,1,2,2,
97074,2,1,3,3,13,50,59,13,131,126,534,17,31,1,2,3,
82005,1,1,3,1,3,357,65,19,60,61,70,1,1,1,3,3,
21365,1,1,3,1,18,375,316,18,649,263,1620,7,121,1,7,2,
72326,2,1,1,1,14,401,47,14,360,189,670,14,140,1,6,4,
37232,1,1,1,1,8,94,87,8,162,157,214,1,59,1,3,3,
145201,2,1,2,1,8,372,65,8,403,423,1209,3,38,1,2,2,
24337,2,1,3,3,14,336,45,14,335,313,5730,10,18,1,3,2,
84055,2,1,1,3,13,26,87,13,26,481,1821,12,17,5,3,3,
134141,2,1,1,1,11,547,12,11,522,463,2205,15,32,1,2,2,
130271,2,1,3,3,5,171,2390,5,39,39,7757,3,9,1,3,3,
126110,2,1,4,3,6,140,337,6,137,133,6312,4,4,1,3,2,
67631,2,1,3,1,5,168,433,5,190,334,5575,6,6,1,2,3,
25789,2,1,1,3,8,188,38,8,186,36,938,12,17,1,2,5,
106689,1,1,4,3,4,404,183,4,401,369,1578,1,1,1,7,2,
144138,1,1,3,3,12,97,132,12,57,163,171,5,5,12,3,2,
145852,1,1,3,5,20,316,1418,20,647,62,4410,4,4,1,4,3,
137330,2,1,3,3,6,22,43,6,137,246,4551,10,18,1,2,2,
25663,2,1,1,1,1,190,180,1,188,182,259,3,9,1,2,3,
144025,1,1,2,1,21,491,245,21,271,262,409,1,59,1,6,2,
8339,1,1,3,3,13,176,26,13,176,167,3427,10,65,2,7,2,
44031,2,1,1,1,31,603,918,31,598,316,2491,12,17,1,3,2,
111334,2,1,3,3,3,9,3,3,68,4,3570,10,25,1,3,2,
33388,1,1,1,1,21,384,87,21,378,352,740,1,8,1,4,2,
142232,2,1,1,3,6,8,33,6,8,8,1789,4,7,5,3,3,
62654,1,1,1,3,8,214,81,8,211,204,1845,1,1,1,3,2,
79007,2,1,1,3,5,56,103,5,103,100,2984,3,20,1,4,2,
112892,1,1,3,3,24,148,19,23,146,306,1595,11,16,1,3,5,
98331,1,1,3,5,20,533,383,20,113,110,1461,17,131,1,3,2,
145579,2,1,1,1,6,22,22,6,22,22,22,10,18,1,3,2,
58524,1,1,1,1,8,91,1680,8,89,275,5361,5,5,1,3,3,
61392,1,1,3,3,8,410,439,8,406,374,5799,5,5,1,2,5,
70097,2,1,1,4,5,201,650,5,197,190,1557,4,70,2,2,2,
48757,1,1,3,3,14,40,579,14,40,270,1888,3,9,1,3,3,
114840,1,1,1,3,4,312,377,4,313,297,4562,3,9,1,3,3,
72620,2,1,1,5,5,346,341,5,344,321,5636,9,13,2,4,2,
113564,2,1,3,1,25,539,59,24,500,198,1655,3,9,1,5,3,
41802,2,1,3,3,24,228,377,23,389,306,2090,3,9,1,4,4,
142681,1,1,3,5,24,444,92,23,438,402,5615,1,1,1,4,2,
13537,1,1,4,3,12,321,59,12,158,48,399,17,131,1,3,3,
75751,2,1,3,1,5,193,142,5,367,342,682,12,17,1,3,2,
32145,2,1,1,3,5,29,11,5,29,29,245,4,4,1,3,3,
84965,1,1,4,3,17,64,155,17,63,65,210,9,13,1,3,3,
82745,2,1,1,3,11,370,19,11,300,284,695,3,45,6,2,5,
16806,2,1,3,3,21,85,87,21,83,83,99,3,19,1,3,5,
37248,2,1,3,3,20,236,59,20,238,107,963,2,2,1,2,2,
48065,1,1,3,3,3,169,67,3,167,3,4398,5,5,5,7,2,
107300,2,1,3,3,8,149,1104,8,147,142,3240,10,143,1,7,2,
27817,2,1,3,3,5,7,136,5,7,7,5992,3,9,8,2,2,
90327,1,1,3,7,15,485,159,15,477,429,4246,1,1,1,4,3,
111587,2,1,3,4,15,110,316,15,101,98,2045,3,9,1,6,3,
