,Gender,TypeofDisability,castecategory,Religion,Candidate State,Candidate District,PartnerName,TC State,TC District,TC Constituency,TC Name,SectorName,JobRole,TotalCandidatesinBatch,Result,Certified,agegroup,EducationLevel,placed
127140,2,1,1,3,8,16,315,8,16,16,1152,4,4,1,1,1,5,2,
83639,2,1,3,1,25,539,674,24,500,111,2596,18,108,1,1,1,4,3,
94759,1,1,3,1,15,44,108,15,45,44,3860,1,8,17,3,2,1,2,
99611,1,1,3,3,12,267,622,12,268,48,2087,2,68,1,1,1,4,2,
75728,1,1,3,3,11,328,54,11,464,417,2012,9,36,1,1,1,3,2,
74667,2,1,3,3,1,182,255,1,14,123,1203,9,13,1,1,1,3,3,
91591,1,1,3,3,5,71,126,5,70,71,3698,6,6,1,1,1,3,3,
8119,2,1,1,3,6,47,298,6,189,183,562,3,39,1,1,1,3,3,
52032,2,1,4,3,12,23,247,12,23,23,411,3,44,1,1,1,2,2,
91871,1,1,3,3,11,141,59,11,138,134,179,1,24,1,1,1,3,3,
3617,2,1,3,5,18,551,850,18,543,475,2210,9,35,1,1,1,6,6,
18560,2,1,1,3,3,4,63,3,4,4,4814,4,4,1,1,1,2,2,
113601,1,1,3,3,3,124,13,3,120,230,2439,1,1,1,1,1,3,2,
140837,1,1,1,3,5,171,1699,5,39,162,7219,3,45,1,1,1,4,3,
148160,1,1,1,3,6,140,43,6,137,246,4551,1,1,1,1,1,6,1,
145994,2,1,4,1,8,318,11,8,319,301,524,3,39,1,1,1,2,5,
38761,2,1,1,1,5,201,61,5,197,190,273,1,181,1,1,1,1,2,
11024,1,1,1,5,13,26,84,13,26,26,115,17,31,8,1,1,3,5,
60823,1,1,3,3,8,245,1873,8,247,237,6101,6,6,1,4,2,3,2,
30963,2,1,3,5,14,374,247,14,325,309,548,3,44,1,1,1,4,2,
34567,2,1,3,1,5,213,419,5,210,203,841,3,45,1,1,1,3,3,
44327,2,1,4,3,3,69,844,3,9,9,2196,4,7,1,1,1,3,2,
77620,1,1,1,4,8,149,310,8,147,179,594,1,24,1,1,1,3,2,
17488,2,1,4,1,6,8,45,6,8,8,1014,17,96,1,1,2,3,3,
1448,1,1,2,3,8,343,90,8,342,318,1131,1,1,1,3,2,3,2,
111124,2,5,3,1,5,337,469,3,90,64,1284,13,85,1,1,1,2,2,
56854,2,1,3,1,17,307,135,17,518,293,1541,19,46,1,2,2,2,3,
21161,2,1,1,3,6,12,561,6,8,8,2044,4,4,1,1,1,3,3,
21764,2,1,3,3,13,176,367,13,176,167,4226,3,38,1,1,1,3,5,
70453,1,1,3,3,8,270,90,8,231,222,750,6,6,1,3,2,2,3,
141563,1,1,3,1,17,303,203,17,305,288,492,5,22,13,1,1,5,2,
122652,1,1,3,4,12,97,219,12,57,163,3203,1,1,1,1,1,5,2,
81968,2,1,3,1,13,50,59,13,51,194,843,3,9,1,1,1,5,3,
6622,1,1,1,4,11,295,130,11,295,279,824,5,5,1,1,1,2,2,
13635,1,1,1,3,6,8,297,6,8,8,4088,1,1,1,1,1,5,2,
35439,2,1,3,3,13,134,59,13,131,126,534,3,9,1,1,1,3,3,
426,1,1,3,5,13,264,241,13,267,257,397,8,89,1,1,1,3,2,
91481,1,1,2,3,6,104,75,6,382,25,4321,1,1,1,1,1,3,2,
16493,1,1,1,5,11,356,54,11,355,330,1970,9,36,1,1,1,3,3,
9667,1,1,1,3,5,213,386,5,210,203,3952,3,19,1,1,1,3,3,
25313,1,1,3,4,22,174,744,25,248,238,1873,1,1,1,1,1,4,2,
6526,2,1,4,3,13,123,59,13,119,116,1392,9,21,1,1,1,3,5,
113695,1,1,4,1,5,136,886,5,133,128,2352,3,45,1,3,2,2,2,
120715,1,1,4,3,5,56,130,5,103,100,2492,7,10,1,1,1,2,3,
123406,1,1,1,3,16,472,123,16,463,156,1134,31,157,1,1,1,2,3,
6044,1,1,1,1,11,198,135,11,194,188,270,9,35,2,1,1,3,3,
102618,1,1,3,1,21,99,30,21,392,361,778,7,62,1,2,2,2,3,
89592,1,1,1,3,1,190,130,1,188,182,1640,1,8,1,1,1,4,2,
146460,1,1,4,3,30,466,275,30,303,286,487,1,24,1,1,1,3,2,
144503,1,1,3,3,14,51,54,14,52,52,56,2,15,1,1,1,3,2,
33303,2,1,1,5,5,126,61,5,122,119,2392,5,48,1,4,2,3,2,
38521,2,1,1,4,6,12,12,6,12,12,12,9,36,1,1,1,3,3,
35918,2,1,4,3,15,105,946,15,257,280,2586,19,115,2,1,1,3,3,
12915,1,1,2,1,21,102,651,21,98,96,1560,6,55,1,1,1,2,3,
64932,2,1,1,3,8,230,144,8,16,16,3505,3,9,1,1,1,3,3,
65145,1,1,3,3,3,9,13,3,9,9,5294,1,1,1,1,1,7,2,
20256,1,1,1,3,4,473,498,4,465,418,4653,1,1,1,1,1,3,4,
13336,2,1,4,3,8,276,90,8,269,258,1883,6,6,1,1,1,3,3,
49820,2,1,3,3,9,77,383,9,75,154,1714,3,9,1,3,2,3,3,
35034,1,1,1,3,23,403,84,22,400,368,831,6,41,1,1,1,3,3,
52243,1,1,1,1,4,367,336,4,519,460,642,6,55,1,1,1,2,3,
61390,1,1,3,5,13,264,241,13,267,257,7165,8,89,1,1,1,3,5,
59254,1,1,1,3,8,230,65,8,233,88,339,6,6,1,1,1,5,2,
82950,2,1,1,1,21,384,87,21,378,352,740,14,27,1,2,2,3,2,
77311,1,1,3,5,12,48,863,12,49,48,2551,2,15,1,1,1,3,3,
121598,1,1,4,3,1,190,212,1,188,182,2986,1,1,1,1,1,2,2,
73109,2,1,1,3,11,370,19,11,300,284,2629,3,45,1,1,1,3,3,
63199,2,1,3,3,11,448,422,11,246,236,852,4,7,1,1,1,2,3,
148327,1,1,1,1,21,99,30,21,392,361,778,17,72,1,1,1,4,5,
134737,2,1,2,3,22,121,14,25,356,332,1477,19,104,1,4,2,3,5,
12549,2,1,1,3,6,12,153,6,12,12,2497,15,32,1,1,1,3,3,
36965,2,1,3,3,21,491,99,21,483,432,1261,12,17,1,1,1,3,3,
117477,1,1,4,4,6,104,75,6,382,25,3791,1,1,1,1,1,3,3,
7823,2,1,1,3,3,124,436,3,120,41,3539,26,119,1,1,1,3,2,
18670,2,1,1,3,9,77,19,9,75,154,211,4,7,6,1,1,6,3,
12237,2,1,3,3,12,462,67,12,23,58,1102,3,9,1,1,1,2,3,
113182,2,1,3,3,5,213,103,5,210,203,1667,24,67,1,1,1,3,2,
138485,2,1,1,3,8,16,315,8,16,16,1152,4,4,1,1,1,4,3,
135524,1,1,1,3,4,289,130,4,288,272,2707,7,10,1,4,2,6,2,
89448,1,1,3,4,4,143,140,4,569,404,512,7,10,1,1,1,5,3,
74981,1,1,3,3,20,236,59,20,238,107,963,7,10,1,1,1,6,2,
82664,2,1,1,3,11,95,19,11,375,349,735,3,9,1,1,1,4,5,
148907,1,1,3,3,11,108,135,11,105,84,362,17,72,1,1,1,3,2,
110930,1,1,3,1,19,443,67,19,437,300,141,7,11,1,1,1,2,2,
135482,2,1,1,4,4,363,377,4,362,337,1922,3,44,2,3,2,3,3,
74837,1,1,3,3,4,420,5,4,413,382,5,7,47,1,1,1,3,6,
113812,2,1,3,1,6,79,61,6,77,78,473,4,70,1,1,1,2,2,
74544,1,1,3,1,7,274,30,7,274,232,420,3,3,1,1,1,2,3,
98376,2,1,1,3,8,80,34,8,78,79,295,6,6,1,1,1,3,3,
4787,1,1,3,4,12,192,644,12,171,48,1535,6,6,1,2,2,3,3,
17860,2,1,3,3,13,176,26,13,176,167,2779,10,50,1,1,1,3,2,
48877,2,1,1,3,8,432,258,8,422,74,3773,3,20,1,1,1,4,3,
33409,2,1,3,3,19,443,923,19,437,300,2512,11,30,1,3,2,3,5,
31695,2,1,3,4,21,517,297,21,521,462,6229,3,45,6,1,1,3,4,
114448,1,1,2,1,17,175,135,17,615,454,2820,9,36,1,1,1,2,2,
25787,2,1,3,3,12,97,67,12,174,23,114,5,5,1,1,1,2,3,
141778,2,1,1,3,9,19,59,9,448,409,2277,1,24,1,1,1,3,4,
94353,2,1,3,3,3,9,52,3,9,9,2652,6,6,1,1,1,3,3,
20373,1,2,1,1,3,69,387,6,382,25,5405,13,8,1,1,1,7,2,
35586,1,1,1,3,1,190,259,1,14,123,3856,5,42,1,1,1,2,2,
53580,1,1,2,1,18,216,59,18,336,206,746,7,10,1,1,1,4,6,
96355,1,1,4,1,5,285,142,5,284,138,439,4,70,1,1,1,1,2,
55728,1,1,3,1,24,293,358,23,293,278,2474,1,33,8,1,1,4,3,
127597,1,1,1,4,30,258,720,30,303,286,1805,3,9,7,1,1,4,3,
23759,1,1,3,4,13,421,59,13,414,383,902,1,24,1,1,1,3,2,
75497,2,1,3,3,4,143,19,4,352,328,624,3,38,1,1,1,2,3,
18515,2,1,1,3,5,56,567,5,103,191,3949,11,30,2,1,1,3,5,
47208,1,1,3,4,5,252,567,5,254,244,4866,1,1,1,1,1,3,3,
20940,2,1,3,3,6,332,1120,6,330,310,5459,3,3,1,1,1,2,2,
48548,2,1,3,1,8,318,11,8,319,301,524,4,4,1,3,2,3,3,
59386,2,1,1,3,5,259,456,5,179,247,3068,22,57,1,1,1,4,3,
119214,2,1,1,3,6,8,33,6,8,8,1665,11,69,1,2,2,2,3,
72252,1,1,1,3,5,118,1860,5,115,240,6042,3,9,1,1,1,3,5,
49923,2,1,3,3,7,240,67,12,49,90,109,21,95,1,1,1,4,2,
123465,1,1,1,3,23,368,183,22,391,360,3914,1,1,1,1,1,6,2,
95054,2,1,3,4,8,339,335,8,231,222,1428,3,20,1,1,1,4,2,
111456,2,1,1,1,18,331,957,18,329,242,5183,28,148,1,1,1,3,3,
73305,2,1,1,3,22,174,136,25,248,238,364,4,4,1,1,1,5,3,
99153,1,1,4,3,12,265,74,12,30,163,4158,7,117,1,3,2,3,2,
8248,2,1,4,1,8,15,38,8,15,15,941,3,38,1,3,2,1,3,
47006,2,1,1,3,14,541,54,14,509,40,1483,3,20,1,1,1,3,5,
22759,2,1,1,3,8,214,81,8,211,204,1845,1,8,1,1,1,3,2,
141211,1,1,1,3,1,428,151,1,64,66,2934,7,11,1,1,1,4,5,
121060,1,1,3,3,21,146,340,21,144,124,4318,4,7,1,1,1,3,5,
1846,2,1,3,7,15,44,512,15,45,44,1358,4,7,1,2,2,7,5,
17046,1,1,4,3,5,226,59,5,227,218,330,4,4,1,1,1,2,5,
79152,2,1,3,1,21,384,609,21,452,411,5350,14,27,1,4,2,2,4,
97306,1,1,3,3,5,193,92,5,367,342,1810,7,11,1,1,1,5,2,
112604,2,1,3,3,5,345,289,3,53,53,535,1,24,1,3,2,3,2,
6180,1,1,4,3,4,312,178,4,313,253,3108,1,1,1,1,1,6,2,
133192,2,1,3,4,22,153,149,25,151,146,197,23,63,1,3,2,4,2,
48298,2,1,1,1,9,38,138,9,140,136,182,3,38,1,2,2,2,3,
11792,1,1,3,1,11,242,64,11,244,234,358,5,66,1,1,1,2,3,
23344,1,1,1,5,5,352,45,5,349,326,619,9,35,1,3,2,2,3,
109677,1,1,1,3,18,313,45,18,370,299,1559,7,10,1,1,1,3,3,
64099,1,1,3,3,12,161,1162,12,158,201,3451,2,68,4,1,1,4,5,
95270,2,1,4,4,16,405,89,16,264,255,837,9,43,1,3,2,3,3,
145752,2,1,3,4,8,300,265,8,301,89,3299,3,19,1,1,1,3,2,
139738,2,1,3,3,11,183,105,11,181,175,1111,12,17,1,1,1,3,3,
35140,2,1,1,3,22,174,136,25,248,238,364,4,4,1,3,2,2,3,
73075,2,1,1,3,8,418,40,8,556,143,1887,17,31,1,1,1,3,3,
27109,1,1,3,3,11,583,852,11,246,236,4678,7,62,1,1,1,4,3,
103759,1,1,3,5,20,61,156,20,61,62,331,4,7,1,1,1,4,5,
13276,2,1,3,3,15,45,436,15,46,45,1296,3,9,1,1,1,3,3,
135350,1,1,1,1,8,595,304,8,587,36,6322,4,4,1,1,1,3,5,
77958,2,1,3,3,15,96,159,15,93,45,5437,9,36,1,1,1,2,3,
58410,1,1,4,1,7,373,30,7,126,13,164,1,24,1,4,2,1,2,
2345,1,1,1,3,16,49,51,16,50,49,53,5,77,1,1,1,2,2,
145710,2,1,3,1,5,201,650,5,197,190,1557,3,93,1,1,1,2,3,
41474,1,1,4,1,25,117,62,24,114,111,745,15,139,1,1,1,2,3,
102442,1,1,1,3,8,622,34,8,623,354,3000,6,6,1,3,2,4,3,
43838,2,1,3,7,15,195,590,15,192,186,3644,3,9,18,1,1,3,3,
126787,2,1,1,3,22,439,54,25,432,396,2372,6,6,1,1,1,3,3,
83173,1,1,1,4,15,110,560,15,101,98,1260,4,7,1,1,1,3,2,
7136,1,1,1,3,11,295,130,11,295,279,1614,5,5,1,1,1,2,3,
43255,1,1,3,4,26,516,59,26,460,149,1121,3,9,1,4,2,2,3,
112875,1,1,3,1,22,73,14,25,419,388,946,1,24,1,1,1,4,3,
31033,2,1,3,3,11,350,45,11,347,323,2319,12,17,1,1,1,3,3,
73488,1,1,3,5,18,55,59,18,55,56,63,7,10,1,1,1,5,3,
102107,2,1,1,1,9,24,38,9,42,24,574,3,9,1,1,1,2,3,
136719,1,1,1,2,4,132,264,4,129,125,5176,4,4,1,4,2,3,3,
10253,1,1,3,3,8,488,34,8,479,354,2530,6,6,1,4,2,3,5,
122082,2,1,3,5,20,61,258,20,61,62,6758,11,69,1,3,2,3,3,
94682,1,1,4,1,14,400,47,14,399,270,819,4,7,1,1,1,1,3,
84308,2,1,1,5,6,104,1019,6,382,25,2868,5,5,1,1,1,3,3,
117683,2,1,1,1,22,154,38,25,152,147,1668,20,51,1,1,1,2,2,
112562,1,1,4,3,30,466,275,30,303,286,487,1,24,1,1,1,7,2,
135194,1,1,1,1,22,361,136,25,572,514,2913,1,103,1,1,1,4,2,
43632,1,1,3,3,15,344,117,15,223,216,5396,7,47,1,1,1,7,2,
51679,2,1,3,3,8,135,132,8,132,127,171,3,9,1,1,1,5,3,
112811,1,1,1,3,16,49,51,16,50,49,2670,5,77,1,1,1,5,2,
86539,1,1,1,3,21,85,459,21,83,83,3932,1,1,1,4,2,1,2,
27184,2,1,1,3,6,12,33,6,12,12,3430,4,7,1,1,1,3,3,
53038,1,1,3,3,3,35,67,3,35,35,2525,3,9,1,1,1,3,3,
99610,1,1,3,3,20,266,200,20,238,107,2220,1,1,1,1,1,3,2,
41062,1,1,4,3,8,90,335,8,88,87,638,3,19,1,1,1,6,2,
85470,2,1,4,7,15,110,590,15,101,98,1462,3,9,6,1,1,3,3,
147093,1,1,3,1,20,283,45,20,238,107,347,7,10,1,1,1,4,2,
90425,2,1,3,1,15,296,87,15,395,280,1933,3,38,1,1,1,3,5,
54756,1,1,1,3,8,80,1314,8,78,79,4033,1,1,1,3,2,5,2,
38419,2,1,1,3,5,358,45,5,358,363,782,19,40,1,3,2,4,3,
12486,2,1,2,3,8,276,686,8,269,258,4459,3,38,2,1,1,4,3,
105350,1,1,3,3,5,365,341,5,364,375,1374,1,1,1,1,1,3,3,
104083,2,1,1,3,8,300,397,8,301,89,1622,4,7,1,1,1,2,2,
17084,1,1,4,3,20,266,59,20,238,107,963,17,31,1,1,1,2,2,
126311,1,1,3,3,7,597,30,7,590,232,2393,1,24,1,1,1,2,2,
102966,1,1,3,5,13,176,671,13,26,261,1639,10,105,1,1,1,3,3,
128154,2,1,3,1,5,152,948,5,150,145,2594,3,9,1,4,2,4,3,
55486,2,1,3,4,5,58,896,5,58,59,4252,3,9,2,1,1,4,3,
88488,1,1,2,4,15,207,496,15,239,186,1463,1,1,1,1,1,2,3,
6708,1,1,1,1,22,119,54,25,116,259,2072,3,38,1,1,1,2,3,
89487,1,1,1,1,8,94,1134,8,162,157,5403,5,5,1,1,1,3,3,
131365,2,1,3,1,8,418,87,8,556,143,2430,3,38,1,1,1,5,3,
12181,1,1,1,4,8,343,1138,8,342,318,3368,6,6,1,1,1,4,3,
42156,1,1,3,4,15,110,392,15,101,98,1901,1,1,2,1,1,6,2,
42216,1,1,4,3,4,437,282,4,313,297,508,1,24,1,1,1,5,3,
77995,2,1,4,3,8,36,38,8,36,15,892,5,80,1,1,1,3,3,
131090,1,1,3,3,5,43,74,12,553,163,2718,5,5,1,1,1,6,3,
39248,1,1,1,5,5,56,103,5,103,100,2238,3,9,2,1,1,4,3,
139366,1,1,3,3,9,415,1249,9,411,380,3777,10,18,1,4,2,3,3,
35381,2,1,1,3,11,141,59,11,138,134,179,4,4,1,4,2,4,3,
102883,2,1,1,1,21,458,411,21,452,411,5845,19,104,1,1,1,2,3,
98591,2,1,1,3,3,4,871,3,4,4,6499,3,38,1,1,1,3,2,
123497,2,1,3,3,3,69,153,3,68,4,2470,15,32,1,1,1,2,2,
42487,1,1,3,1,21,99,623,21,262,249,1842,3,9,1,1,1,3,3,
8455,1,1,3,1,15,107,54,15,104,101,274,8,28,1,1,1,5,2,
12375,1,1,3,1,13,310,59,13,172,367,894,4,7,1,1,1,2,3,
20159,2,1,3,1,3,133,4,3,90,64,1388,1,33,1,1,1,2,2,
143666,2,1,4,1,3,124,411,3,120,230,826,15,32,1,3,2,2,2,
34948,1,1,1,3,1,182,14,1,64,114,496,3,45,1,1,1,4,5,
69310,1,1,4,1,24,293,87,23,293,278,461,1,24,6,1,1,3,2,
924,1,1,3,3,19,60,65,19,60,61,70,1,1,1,1,1,4,2,
46790,2,1,4,1,1,72,54,1,198,72,1145,3,3,1,2,2,2,3,
105257,2,1,3,3,6,79,133,6,77,78,7310,3,9,1,1,1,3,3,
91883,2,1,4,3,14,374,247,14,325,309,548,3,44,1,1,1,4,4,
143762,2,1,3,3,3,278,252,3,276,35,888,3,20,1,1,1,3,2,
61287,1,1,3,1,4,312,5,4,37,37,5,1,1,1,1,1,4,2,
592,2,1,3,1,13,134,59,13,131,126,534,3,9,1,1,1,2,3,
96954,2,1,3,5,18,423,321,18,125,206,616,10,105,1,1,1,7,2,
585,1,1,4,3,4,37,5,4,37,37,5,1,1,1,1,1,5,2,
105684,2,1,1,1,24,243,87,23,245,235,359,3,38,1,1,1,2,2,
133221,2,1,2,1,21,557,411,21,549,415,4468,19,104,1,1,1,2,3,
43006,1,1,3,5,18,581,123,18,524,364,2106,6,64,6,2,2,3,3,
139304,1,1,1,3,8,90,208,8,88,87,324,3,45,1,1,1,3,3,
18038,2,1,2,2,32,613,1022,32,459,338,3517,3,9,1,3,2,3,3,
123466,1,1,1,3,1,190,136,1,188,182,1022,1,1,1,1,1,2,2,
11925,2,1,3,3,24,454,1071,25,152,173,3094,23,63,1,1,1,3,2,
80772,2,1,1,3,4,231,346,4,234,224,1662,2,2,1,1,1,3,2,
128640,2,1,1,3,6,8,33,6,8,8,1696,4,7,1,1,1,4,3,
55470,2,1,3,1,20,202,110,20,199,174,828,5,42,1,1,1,4,3,
59905,2,1,3,5,12,462,413,12,268,48,829,5,5,1,1,1,3,5,
11617,2,1,4,3,5,101,341,5,190,334,4303,3,9,7,3,2,4,5,
76624,2,1,4,1,6,178,351,6,214,207,675,15,32,1,1,1,4,3,
54512,2,1,1,3,21,557,99,21,549,415,1834,12,17,1,1,1,2,2,
24,2,1,3,1,6,25,25,6,25,25,25,3,19,4,1,1,4,5,
50312,1,1,1,5,4,289,130,4,288,272,450,1,8,1,1,1,4,5,
34391,2,1,1,1,5,435,332,5,155,319,1701,3,39,1,1,1,2,3,
12351,2,1,4,4,3,6,436,3,6,6,883,3,9,1,1,1,3,3,
130789,1,1,1,3,21,255,45,21,262,249,389,1,1,1,1,1,6,2,
71455,2,1,3,7,15,45,496,15,46,45,1544,4,4,2,1,1,3,2,
96488,1,1,1,1,8,534,49,8,526,466,1912,1,24,1,1,1,3,2,
143715,1,1,3,3,5,359,99,5,359,333,1426,9,35,1,1,1,2,3,
65980,1,1,1,3,24,463,109,23,508,402,2778,6,55,1,1,1,4,3,
44622,1,1,3,3,6,104,75,6,382,25,6738,9,43,1,1,1,2,3,
7089,2,1,1,3,5,171,82,5,39,39,995,3,9,1,1,1,3,3,
54528,1,1,3,3,1,114,151,1,111,108,203,5,42,1,1,1,4,5,
6827,2,1,3,3,3,78,291,3,76,6,3282,3,9,2,2,2,2,3,
13040,2,1,3,1,15,556,30,15,548,268,1831,3,3,1,2,2,2,2,
62858,1,1,4,4,3,6,436,3,6,6,4249,7,11,1,1,1,3,2,
50775,1,1,3,3,11,583,64,11,575,498,2108,9,35,1,1,1,2,3,
64690,1,1,3,5,5,29,28,5,29,29,657,4,4,1,1,1,2,3,
2198,1,1,4,3,3,78,146,3,76,6,1556,1,1,1,1,1,4,3,
137672,2,1,1,3,5,215,38,5,212,205,308,12,17,1,1,1,3,3,
89206,2,1,1,3,5,346,288,5,344,321,603,9,76,1,1,1,4,3,
105395,2,1,1,1,11,399,59,11,560,102,1923,9,35,1,1,1,3,5,
142821,2,1,3,3,13,26,87,13,26,481,1821,14,27,1,1,1,3,2,
36341,2,1,1,3,11,399,59,11,560,102,1923,9,35,1,1,1,4,5,
141228,2,1,1,1,5,290,157,5,217,479,2299,9,13,1,4,2,2,3,
20864,1,1,4,3,5,259,736,5,179,171,2008,4,4,1,1,1,4,3,
63102,1,1,1,3,18,216,59,18,336,206,746,7,10,1,1,1,4,2,
127170,2,1,1,4,23,81,84,22,79,80,95,9,13,1,1,1,2,3,
147414,1,2,1,5,22,174,786,25,248,307,3496,13,6,1,3,2,5,6,
2608,1,1,1,1,21,384,623,21,378,352,1767,4,4,1,1,1,1,2,
87430,2,1,4,1,14,400,1339,14,399,270,4113,2,15,1,1,2,3,3,
30197,2,1,4,3,5,120,299,5,117,91,4047,14,137,1,1,1,4,3,
120105,2,1,3,3,18,551,2066,18,543,475,7192,4,7,9,1,1,4,2,
32623,2,1,3,1,22,174,14,25,248,238,1270,3,3,6,4,2,2,2,
117517,2,1,1,1,6,83,61,6,81,192,1895,3,38,1,2,2,2,3,
72634,2,1,1,3,6,83,1402,6,81,192,4354,9,49,1,1,1,2,2,
90576,2,1,1,1,5,31,30,5,31,31,31,3,38,17,1,1,3,3,
147025,1,1,4,7,15,96,890,15,170,429,2361,16,159,1,1,1,3,2,
80408,2,1,3,3,3,52,1821,12,49,48,5911,9,13,1,1,1,3,3,
29526,1,1,1,2,22,121,23,25,356,332,3524,1,1,1,1,1,4,2,
39507,1,1,3,3,11,578,1355,11,270,260,4187,30,99,2,1,1,6,2,
93355,1,1,1,5,5,475,30,5,467,419,1158,1,59,1,1,1,3,2,
135631,2,1,2,1,8,449,49,8,269,258,423,9,76,1,3,2,2,5,
74942,2,1,1,1,5,249,343,5,307,289,5313,15,112,1,1,1,3,3,
15900,2,1,1,1,5,226,59,5,227,218,330,1,24,1,1,1,3,3,
105735,1,2,1,1,5,259,837,5,179,171,2174,13,85,1,1,1,5,3,
109996,2,1,4,3,22,153,115,25,151,243,2938,3,19,1,1,1,4,2,
135991,1,1,3,3,13,34,53,13,34,34,5939,17,31,1,1,1,3,3,
45337,1,1,1,3,5,252,1854,5,254,244,6027,7,11,1,1,1,2,3,
40377,1,1,1,3,8,149,310,8,147,179,594,1,1,1,1,1,3,3,
664,2,1,1,3,11,341,135,11,339,315,593,28,63,1,1,1,2,3,
88436,1,1,3,1,20,236,59,20,238,107,963,3,9,1,3,2,2,3,
76724,2,1,4,3,14,241,247,14,243,233,125,3,9,1,1,1,3,2,
123115,1,1,1,3,8,300,397,8,301,89,1622,25,73,1,1,1,4,5,
85367,2,1,1,3,6,131,87,6,128,50,1215,3,19,1,1,1,5,4,
84689,2,1,3,1,5,109,45,5,115,240,893,12,17,1,3,2,1,3,
46675,1,1,1,3,19,443,157,19,437,300,6759,8,28,1,1,1,5,3,
54507,2,1,1,3,5,31,77,5,31,31,4222,4,4,1,3,2,5,2,
93954,2,1,4,1,14,46,221,14,436,400,3293,15,112,1,1,1,4,3,
77642,1,1,1,1,5,27,99,5,27,27,139,1,24,1,1,1,2,2,
51436,2,1,1,1,5,226,59,5,227,218,330,2,2,1,1,1,3,3,
127978,1,1,3,3,13,176,84,13,176,167,713,7,62,1,1,1,4,5,
25656,2,1,1,1,9,501,38,9,490,440,1338,5,80,1,1,1,2,3,
140234,2,1,3,3,12,161,288,12,174,201,1713,1,33,1,1,1,2,3,
95337,1,1,3,4,20,641,544,20,475,107,1208,1,1,1,1,1,3,2,
1874,1,1,3,3,1,190,259,1,14,123,1180,3,9,1,1,1,3,4,
130511,1,1,3,3,23,160,36,22,314,298,4259,3,9,1,3,2,3,3,
2570,1,1,3,5,7,233,45,7,235,225,1745,7,10,9,1,1,3,2,
85189,2,1,3,5,18,551,850,18,543,475,2210,9,35,1,1,1,3,3,
29456,2,1,1,1,3,4,4,3,4,4,4,1,33,1,1,1,3,3,
5567,2,1,1,1,22,361,136,25,572,514,2913,19,40,1,3,2,2,2,
86253,2,1,3,3,8,220,265,8,218,85,460,12,17,2,1,1,3,2,
54647,2,1,1,3,5,213,61,5,210,203,302,5,22,2,1,1,3,2,
129205,1,1,4,1,3,69,59,3,68,4,444,1,24,1,1,1,4,2,
104109,2,1,4,1,9,162,276,9,159,153,3693,3,19,1,2,2,2,5,
39493,1,1,3,3,24,476,136,23,468,420,1161,4,4,1,1,1,2,3,
57901,1,1,1,4,21,558,268,21,497,448,1407,10,18,1,1,1,5,2,
68426,2,1,1,3,5,126,61,5,122,119,2392,5,48,1,1,1,5,2,
38399,1,1,3,3,3,69,9,3,68,4,3119,7,47,1,4,2,5,2,
3882,2,1,3,5,1,65,136,1,64,114,2312,5,5,1,1,1,3,3,
142770,1,1,3,1,18,551,30,18,543,475,1783,17,75,1,1,1,2,3,
55989,2,1,4,1,5,126,61,5,122,119,2392,4,7,1,1,1,3,2,
78095,2,1,3,3,8,498,335,8,231,222,4090,3,38,1,1,1,4,3,
12911,2,1,3,3,8,80,258,8,78,79,4331,4,7,1,1,1,3,3,
92594,1,1,1,3,1,65,19,1,64,114,568,1,24,12,1,1,4,5,
53931,2,1,1,5,6,25,579,6,25,50,4240,4,70,6,1,1,3,3,
45229,2,1,4,1,24,454,38,23,449,410,1133,2,74,1,1,1,3,2,
118113,1,1,1,3,21,529,8,21,573,497,3187,4,70,1,1,1,3,3,
47422,1,1,3,1,9,386,216,9,38,38,6829,7,10,1,1,1,3,2,
89139,2,1,3,3,9,250,19,9,252,241,2176,6,81,18,1,1,3,3,
92398,2,1,1,3,11,108,105,11,105,102,131,20,51,1,4,2,2,2,
119364,1,1,1,3,11,183,45,11,181,175,251,4,4,1,1,1,2,3,
76686,2,1,1,3,5,126,61,5,43,42,125,3,9,1,1,1,4,3,
22189,2,1,3,5,8,498,733,8,593,127,2514,15,32,1,1,1,5,3,
86717,2,1,1,3,5,152,279,5,150,145,2367,24,67,1,1,1,3,3,
9495,1,1,1,5,24,393,225,23,389,141,1298,17,72,6,4,2,2,2,
88273,1,1,1,1,6,327,882,6,327,10,3016,5,22,1,1,1,4,3,
24256,1,1,1,3,5,142,67,5,139,135,114,1,1,1,1,1,2,2,
97854,1,1,1,1,11,370,1410,11,300,284,4377,5,42,1,1,1,2,3,
8280,1,1,4,1,11,559,830,11,550,188,2155,8,28,1,1,1,2,3,
87053,2,1,2,2,32,364,142,32,363,338,682,12,17,1,1,1,6,2,
58991,2,1,3,3,5,377,23,21,439,403,1218,6,6,1,1,1,3,3,
143667,1,1,3,1,11,141,59,11,138,134,179,7,10,1,1,1,4,3,
31298,1,1,3,3,4,185,687,4,183,176,6201,14,27,1,1,1,3,3,
128260,2,1,4,3,6,104,2045,6,382,25,6670,3,9,1,1,1,3,6,
72599,1,1,3,3,5,346,11,5,344,321,1185,1,1,1,1,1,4,5,
8260,1,1,3,4,4,514,140,4,352,328,2693,1,24,1,1,1,3,2,
14153,2,1,1,3,1,322,151,1,323,305,536,2,2,1,1,1,2,2,
